bibcode,mespos,nbmes,oidref,qual,upvsini,vsini,vsini_err,vsini_err_prec,vsini_prec
"2009A&A...496..841H",1,,3261022,,,105.0,,,0
"1995ApJS...99..135A",2,,43697,D,,80.0,,,0
"2002A&A...393..897R",1,,43697,D,,91.0,,,0
"1970CoKwa.189....0U",1,,2674867,D,,185.0,,,0
"2016A&A...594A..39F",1,,12445139,,,132.0,53.0,0,0
"2018A&A...615A..40R",1,,15056158,,,120.0,,32767,0
"2018A&A...615A..40R",1,,15056162,,,110.0,,32767,0
"2018A&A...615A..40R",1,,3151706,,,110.0,,32767,0
"2011A&A...531A.143D",1,,1409977,,,102.6,1.3,1,1
"2007A&A...463..671R",2,0,1409977,D,,102.0,,,0
"2007A&A...463..671R",3,0,1409977,D,,102.0,,,0
"2002A&A...393..897R",4,,1409977,D,,102.0,,,0
"2002A&A...393..897R",5,,1409977,D,,102.0,,,0
"1995ApJS...99..135A",6,,1409977,D,,90.0,,,0
"1970CoKwa.189....0U",7,,1409977,D,,93.0,,,0
"1970CoAsi.239....1B",8,3,1409977,D,,30.0,,,0
"1970CoAsi.239....1B",9,10,1409977,D,,100.0,,,0
"2002ApJ...573..359A",2,,796194,D,,240.0,,,0
"2007A&A...463..671R",1,0,796194,D,,285.0,,,0
"2010ApJ...722..605H",1,,859964,,,76.0,8.0,0,0
"2006A&A...460..695T",1,,5130682,C,,180.0,20.0,1,1
"2011A&A...531A...8J",1,,2141886,,,2.1,,,1
"1970CoAsi.239....1B",2,5,544665,D,,20.0,,,0
"1970CoKwa.189....0U",1,,544665,D,,20.0,,,0
"2006PASP..118.1656S",1,14,2092560,,,9.3,,,1
"2006A&A...460..695T",1,,1680525,D,,19.0,,,0
"1970CoAsi.239....1B",2,3,2967268,D,,25.0,,,0
"1970CoKwa.189....0U",1,,2967268,D,,0.0,,,0
"2010AJ....140.1911B",1,,535822,,,0.89,,,2
"2006A&A...460..695T",1,,2400448,C,,10.1,1.2,1,1
"2006A&A...460..695T",1,,1279821,C,,5.0,,,0
"2012A&A...542A.116A",1,,2968152,,,220.1,11.0,1,1
"2018A&A...615A..40R",1,,3151697,,,150.0,,32767,0
"2018A&A...613A..65H",2,,2360591,,,101.0,,32767,0
"2012A&A...542A.115B",1,,771274,,,31.2,2.0,1,1
"2002A&A...393..897R",1,,2997002,D,,9.0,,,0
"2008A&A...479..541H",1,,3889555,,,333.0,,,0
"1970CoAsi.239....1B",4,25,286497,D,,25.0,,,0
"1970CoAsi.239....1B",3,10,286497,D,,10.0,,,0
"1970CoKwa.189....0U",2,,286497,D,<,19.0,,,0
"2008AJ....135..209M",1,4,286497,,,16.6,,,1
"2011A&A...536A..71J",1,,3487790,D,,1.18,,,2
"2020A&A...639A..81B",1,,2360591,,,101.0,,32767,0
"1970CoAsi.239....1B",1,19,3525643,D,,186.0,,,0
"2006ApJ...648..580H",1,,3186478,D,,230.0,10.0,0,0
"2006A&A...460..695T",1,,3224444,D,,6.0,,,0
"2007A&A...462..683M",1,,4134947,,,323.0,16.0,0,0
"2012MNRAS.423.2966J",1,,8377553,D,,21.0,4.8,1,1
"2006A&A...460..695T",1,,3528813,C,,100.0,10.0,1,1
"2007AJ....133.2524W",1,,3518141,,,33.31,2.41,2,2
"2020A&A...639A..81B",1,,2315174,,,62.0,,32767,0
"1970CoKwa.189....0U",6,,963187,D,,120.0,,,0
"2010AJ....140.1911B",1,,2632270,,,0.0,,,2
"2014A&A...562A.135S",5,,963187,,,90.0,,,0
"2011ApJ...738..122C",1,,3294921,,,35.0,3.0,0,0
"1970CoKwa.189....0U",1,,1927036,D,<,50.0,,,0
"2008AJ....135..209M",1,2,1097526,,,0.0,,,1
"2008A&A...479..541H",2,,3889964,,,32.0,,,0
"2009A&A...496..841H",1,,3889964,,,32.0,,,0
"2010AJ....140.1911B",1,,1808464,,,0.0,,,2
"2010MNRAS.407..465J",1,,6359033,D,,32.9,2.2,1,1
"2002ApJ...573..359A",2,,1098966,D,,15.0,,,0
"2012AJ....144..130B",1,,1098966,D,,33.0,2.0,0,0
"2007AJ....134.1570D",1,,2315179,D,,37.0,5.0,0,0
"2006A&A...460..695T",1,,2328011,C,,16.1,1.2,1,1
"2008A&A...479..541H",2,,3890008,,,274.0,,,0
"2009A&A...496..841H",1,,3890008,,,274.0,,,0
"2011A&A...536A..71J",2,,1344914,D,,1.62,,,2
"2018ApJ...860..109G",1,,1344914,,,0.6,0.8,1,1
"2018ApJ...860..109G",1,,1368836,,,2.2,0.6,1,1
"2018ApJ...860..109G",1,,44614,,,2.4,0.4,1,1
"2010A&A...520A..79M",1,,935989,,,1.92,,,2
"1995ApJS...99..135A",2,,137945,D,,160.0,,,0
"2002A&A...393..897R",1,,137945,D,,175.0,,,0
"1970CoAsi.239....1B",2,3,234854,D,,40.0,,,0
"1970CoKwa.189....0U",1,,234854,D,,40.0,,,0
"2011A&A...531A...8J",1,,1121351,,,2.4,,,1
"1995ApJS...99..135A",2,,1011407,D,,35.0,,,0
"2002A&A...393..897R",1,,1011407,D,,44.0,,,0
"2007AJ....133.2524W",1,,16015,,,12.0,,,2
"2010AJ....140.1911B",1,,310829,,,0.0,,,2
"2012A&A...542A.116A",1,,3268618,,,29.1,4.6,1,1
"2010ApJ...723..684B",1,,342589,,,12.26,0.76,2,2
"2018ApJ...860..109G",1,,1449999,,,1.2,1.0,1,1
"2018ApJ...860..109G",1,,1295966,,,3.4,0.8,1,1
"2017A&A...597A..22S",4,,963187,,,56.0,,,0
"2015MNRAS.450.2764N",1,,152323,,,70.0,3.0,0,0
"2015MNRAS.450.2764N",1,,2949933,,,240.0,7.0,0,0
"2015MNRAS.450.2764N",1,,2949189,,,215.0,5.0,0,0
"2015MNRAS.450.2764N",1,,214602,,,193.0,6.0,0,0
"2015MNRAS.450.2764N",1,,2948822,,,178.0,5.0,0,0
"2012AJ....144..130B",1,,2668748,D,,41.0,1.0,0,0
"1970CoKwa.189....0U",3,,2361473,D,,211.0,,,0
"1970CoKwa.189....0U",4,,2668748,D,,50.0,,,0
"2007AJ....133.2524W",3,,12369,,,23.39,4.92,2,2
"2010AJ....140.1911B",1,,1051768,,,1.73,,,2
"2008A&A...488..167S",1,,828644,D,,24.5,6.9,1,1
"2018A&A...615A..40R",1,,15056159,,,140.0,,32767,0
"1970CoAsi.239....1B",2,15,2406715,D,,300.0,,,0
"1970CoKwa.189....0U",1,,2406715,D,,300.0,,,0
"1970CoAsi.239....1B",2,9,675565,D,,196.0,,,0
"1970CoKwa.189....0U",1,,675565,D,,178.0,,,0
"2010MNRAS.407.1657H",1,,2842045,,,7.55,,,2
"2011ApJ...738..122C",1,,2509384,,,57.0,4.0,0,0
"2006ApJ...648..580H",1,,963609,D,,245.0,17.0,0,0
"2018A&A...615A..40R",1,,3151707,,,366.0,,32767,0
"2018A&A...615A..40R",1,,15056166,,,80.0,,32767,0
"2007A&A...463..671R",1,0,902003,D,,15.0,,,0
"2002A&A...393..897R",2,,902003,D,,15.0,,,0
"2012MNRAS.423..122B",3,,2948840,,,9.7,,,1
"2002A&A...393..897R",3,,902003,D,,15.0,,,0
"1995ApJS...99..135A",4,,902003,D,,10.0,,,0
"1970CoKwa.189....0U",5,,902003,D,,37.0,,,0
"1970CoAsi.239....1B",6,7,902003,D,,48.0,,,0
"1995ApJS...99..135A",3,,2741170,D,,140.0,,,0
"2002A&A...393..897R",2,,2741170,D,,154.0,,,0
"2002ApJ...573..359A",1,,2741170,D,,140.0,,,0
"2012AJ....144..130B",1,,798623,D,,21.0,,,0
"2002ApJ...573..359A",1,,1052565,D,,15.0,,,0
"2017A&A...597A..22S",3,,963187,,,57.0,,,0
"2008AJ....135..209M",1,2,1326594,,,4.0,,,1
"2006A&A...460..695T",1,,1216514,C,,6.2,1.2,1,1
"2015MNRAS.450.2764N",1,,2949052,,,16.0,1.0,0,0
"1970CoKwa.189....0U",2,,2994793,D,,19.0,,,0
"2012A&A...542A.116A",1,,2994793,,,3.3,0.2,1,1
"2016A&A...594A..39F",1,,12445147,,,162.0,152.0,0,0
"2010ApJ...722..605H",1,,280665,,,60.0,12.0,0,0
"1995ApJS...99..135A",3,,295383,D,,50.0,,,0
"2002A&A...393..897R",2,,295383,D,,60.0,,,0
"2007A&A...463..671R",1,0,295383,D,,60.0,,,0
"2002ApJ...573..359A",2,,721344,D,,65.0,,,0
"2010ApJ...722..605H",1,,721344,,,62.0,13.0,0,0
"2006A&A...460..695T",1,,5128414,C,,22.3,0.4,1,1
"2010ApJ...722..605H",1,,779570,,,198.0,10.0,0,0
"2006A&A...460..695T",1,,5125582,D,,2.0,,,0
"2018A&A...615A..40R",1,,15056167,,,150.0,,32767,0
"2018A&A...615A..40R",1,,3154946,,,130.0,,32767,0
"2020A&A...639A..81B",1,,963187,,,57.0,,32767,0
"2009A&A...493.1099S",1,,2048493,D,,26.0,,,1
"1970CoAsi.239....1B",2,10,641146,D,,10.0,,,0
"1970CoKwa.189....0U",1,,641146,D,<,19.0,,,0
"1995ApJS...99..135A",4,,1438905,D,,15.0,,,0
"2002A&A...393..897R",3,,1438905,D,,18.0,,,0
"2002A&A...393..897R",2,,1438905,D,,18.0,,,0
"2007A&A...463..671R",1,0,1438905,D,,18.0,,,0
"2015MNRAS.450.2764N",1,,194404,,,65.0,4.0,0,0
"2015MNRAS.450.2764N",1,,152249,,,48.0,3.0,0,0
"2015MNRAS.450.2764N",2,,152254,,,146.0,3.0,0,0
"1995ApJS...99..135A",4,,738011,D,,180.0,,,0
"2002A&A...393..897R",3,,738011,D,,195.0,,,0
"2007A&A...463..671R",2,0,738011,D,,195.0,,,0
"2011A&A...531A.143D",1,,738011,,,193.3,2.1,1,1
"1995ApJS...99..135A",2,,1863921,D,,18.0,,,0
"2002A&A...393..897R",1,,1863921,D,,26.0,,,0
"1970CoKwa.189....0U",1,,674643,D,,106.0,,,0
"2010ApJ...722..605H",1,,278324,,,53.0,15.0,0,0
"2018ApJ...860..109G",1,,1287436,,,3.2,0.6,1,1
"2018ApJ...860..109G",1,,1415008,,,2.2,0.4,1,1
"2018ApJ...860..109G",1,,1315631,,,1.2,1.0,1,1
"2018ApJ...860..109G",1,,1315700,,,2.2,0.6,1,1
"2010AJ....140.1911B",1,,2287755,,,3.13,,,2
"2008AJ....135..209M",1,2,815789,,,0.0,,,1
"2006A&A...460..695T",1,,3319895,C,,39.0,3.9,1,1
"2010ApJ...722..605H",1,,930057,,,110.0,9.0,0,0
"2015MNRAS.450.2764N",1,,214578,,,154.0,4.0,0,0
"2010MNRAS.402.1380J",1,,674162,D,,14.4,,,1
"2008AJ....135..209M",1,2,550566,,,3.3,,,1
"1970CoAsi.239....1B",2,10,1335960,D,,95.0,,,0
"1970CoKwa.189....0U",1,,1335960,D,,95.0,,,0
"2009MNRAS.400..317J",1,,2683626,,,95.5,6.0,1,1
"2010MNRAS.407..465J",1,,6358881,D,,19.9,3.2,1,1
"2011A&A...531A.143D",1,,1155468,,,151.3,1.9,1,1
"2012MNRAS.423.2966J",1,,8377653,D,,9.8,3.8,1,1
"2007AJ....133.2524W",5,,187011,,,64.44,1.46,2,2
"2009A&A...493.1099S",1,,401098,D,,28.5,,,1
"1970CoAsi.239....1B",3,14,3471875,D,,310.0,,,0
"2009ApJ...700.1216M",1,,2316858,,,164.0,14.0,0,0
"2011A&A...531A...8J",1,,1141008,,,4.2,,,1
"2009ApJ...706..785H",1,,4946894,,,0.5,0.4,1,1
"2008AJ....135..209M",1,2,2679823,,,0.0,,,1
"1970CoAsi.239....1B",1,13,3344822,D,,134.0,,,0
"2002ApJ...573..359A",1,,6113,D,,30.0,,,0
"2008A&A...479..541H",2,,3259788,,<,24.0,,,0
"2009A&A...496..841H",1,,3259788,,,24.0,,,0
"2010AJ....140.1911B",1,,1090397,,,1.62,,,2
"2010ApJ...722..605H",1,,124033,,,343.0,14.0,0,0
"2015MNRAS.450.2764N",1,,194406,,,9.0,1.0,0,0
"2015MNRAS.450.2764N",1,,153076,,,10.0,1.0,0,0
"1970CoKwa.189....0U",2,,3471875,D,,300.0,,,0
"2010AJ....139.1383G",2,,4140168,,,10.0,,,1
"1970CoAsi.239....1B",2,8,2268924,D,,80.0,,,0
"1970CoKwa.189....0U",1,,2268924,D,,80.0,,,0
"2006AJ....132.2135S",1,,3878809,D,,8.3,,,1
"1970CoAsi.239....1B",4,11,1109977,D,,110.0,,,0
"1970CoKwa.189....0U",3,,1109977,D,,95.0,,,0
"2015MNRAS.450.2764N",2,,246648,,,162.0,0.0,0,0
"2007A&A...462..683M",1,,6268058,,,340.0,50.0,0,0
"2018A&A...615A..40R",1,,15056160,,,80.0,,32767,0
"1970CoAsi.239....1B",1,5,932512,D,,45.0,,,0
"2006A&A...460..695T",1,,3181931,C,,2.7,2.1,1,1
"2002A&A...393..897R",1,,3267993,D,,20.0,,,0
"2007A&A...462..683M",1,,4111992,,,136.0,18.0,0,0
"1970CoAsi.239....1B",5,14,863808,D,,215.0,,,0
"1970CoKwa.189....0U",4,,863808,D,,211.0,,,0
"1995ApJS...99..135A",3,,863808,D,,250.0,,,0
"2002A&A...393..897R",2,,863808,D,,270.0,,,0
"2018A&A...615A..40R",1,,15056164,,,80.0,,32767,0
"2012MNRAS.423..122B",2,,214848,,,22.6,,,1
"2012MNRAS.423..122B",2,,194403,,,9.0,,,1
"2007A&A...463..671R",1,0,863808,D,,270.0,,,0
"1970CoKwa.189....0U",3,,964460,D,,0.0,,,0
"2002ApJ...573..359A",2,,964460,D,,5.0,,,0
"2012AJ....144..130B",1,,964460,D,,23.0,5.0,0,0
"2015MNRAS.450.2764N",1,,7957665,,,49.0,2.0,0,0
"1970CoAsi.239....1B",5,15,446254,D,,15.0,,,0
"1970CoKwa.189....0U",4,,446254,D,,12.0,,,0
"1995ApJS...99..135A",3,,446254,D,,15.0,,,0
"2002A&A...393..897R",2,,446254,D,,25.0,,,0
"2002A&A...393..897R",1,,446254,D,,24.0,,,0
"1970CoAsi.239....1B",3,40,2846302,D,,155.0,,,0
"1970CoKwa.189....0U",2,,2846302,D,,158.0,,,0
"2002ApJ...573..359A",1,,2846302,D,,100.0,,,0
"2007A&A...462..683M",1,,6267933,,,71.0,11.0,0,0
"2012ApJ...745...56D",1,,2529351,,,340.0,19.0,2,2
"2009A&A...493.1099S",1,,1209190,D,,4.4,,,1
"2002ApJ...573..359A",7,,799898,D,,133.0,,,0
"2014A&A...562A.135S",6,,799898,,,128.0,,,0
"2014A&A...562A.135S",5,,799898,,,122.0,,,0
"2017A&A...597A..22S",4,,799898,,,128.0,,,0
"1970CoKwa.189....0U",5,,2729071,D,,28.0,,,0
"1995ApJS...99..135A",2,,2697049,D,,10.0,,,0
"2002A&A...393..897R",1,,2697049,D,,18.0,,,0
"2011A&A...536A..71J",1,,3488831,D,,2.83,,,2
"2012MNRAS.423.2966J",1,,8377670,D,,11.9,5.0,1,1
"1970CoKwa.189....0U",1,,1800067,D,,70.0,,,0
"2012AJ....144..130B",1,,3408052,D,,21.0,1.0,0,0
"2008AJ....135..209M",1,3,2306076,,,0.7,,,1
"2010ApJ...722..605H",1,,175602,,,163.0,10.0,0,0
"1970CoAsi.239....1B",1,5,2609094,D,,5.0,,,0
"1970CoKwa.189....0U",4,,407159,D,,200.0,,,0
"1995ApJS...99..135A",3,,407159,D,,175.0,,,0
"2002A&A...393..897R",2,,407159,D,,191.0,,,0
"2007A&A...463..671R",1,0,407159,D,,191.0,,,0
"1970CoKwa.189....0U",4,,2644512,D,,96.0,,,0
"1995ApJS...99..135A",3,,2644512,D,,65.0,,,0
"2002A&A...393..897R",2,,2644512,D,,75.0,,,0
"2007A&A...463..671R",1,0,2644512,D,,75.0,,,0
"2017A&A...597A..22S",3,,799898,,,121.0,,,0
"2018A&A...613A..65H",2,,799898,,,100.0,,32767,0
"2020A&A...639A..81B",1,,799898,,,121.0,,32767,0
"2018A&A...613A..65H",2,,3018257,,,67.0,,32767,0
"2010ApJ...722..605H",1,,268389,,,77.0,14.0,0,0
"2012MNRAS.423.2966J",1,,8377761,D,,36.7,2.1,1,1
"2018A&A...615A..40R",1,,3151663,,,90.0,,32767,0
"2011A&A...531A...8J",1,,3036484,,,3.2,,,1
"1970CoAsi.239....1B",3,7,2919586,D,,8.0,,,0
"1970CoKwa.189....0U",2,,2919586,D,<,17.0,,,0
"2008AJ....135..209M",1,8,2919586,,,4.3,,,1
"1995ApJS...99..135A",3,,391305,D,,78.0,,,0
"2002A&A...393..897R",2,,391305,D,,89.0,,,0
"2009A&A...493.1099S",1,,391305,D,,64.1,,,1
"1970CoKwa.189....0U",1,,3018707,D,,99.0,,,0
"2012MNRAS.423.2966J",1,,8377753,D,,14.8,6.5,1,1
"2007AJ....133.2524W",1,,1924709,,,20.33,3.64,2,2
"1970CoKwa.189....0U",3,,486340,D,,50.0,,,0
"1995ApJS...99..135A",2,,486340,D,,53.0,,,0
"2002A&A...393..897R",1,,486340,D,,63.0,,,0
"1995ApJS...99..135A",3,,1509805,D,,20.0,,,0
"2002A&A...393..897R",2,,1509805,D,,28.0,,,0
"2002ApJ...573..359A",1,,1509805,D,,30.0,,,0
"2011A&A...531A...8J",1,,664855,,,1.4,,,1
"2018A&A...615A..40R",1,,15056169,,,130.0,,32767,0
"2010ApJ...722..605H",1,,168451,,,333.0,9.0,0,0
"2009A&A...493.1099S",1,,719296,D,,144.9,,,1
"2007A&A...463..671R",2,0,719296,D,,159.0,,,0
"2002A&A...393..897R",3,,719296,D,,159.0,,,0
"1995ApJS...99..135A",4,,719296,D,,145.0,,,0
"1970CoKwa.189....0U",5,,719296,D,,112.0,,,0
"1970CoAsi.239....1B",6,20,719296,D,,155.0,,,0
"1970CoAsi.239....1B",3,7,2247873,D,,8.0,,,0
"1970CoKwa.189....0U",2,,2247873,D,<,17.0,,,0
"2008AJ....135..209M",1,14,2247873,,,2.1,,,1
"2015MNRAS.450.2764N",1,,153073,,,14.0,1.0,0,0
"2002ApJ...573..359A",2,,908899,D,,40.0,,,0
"2007A&A...463..671R",1,0,908899,D,,42.0,,,0
"1995ApJS...99..135A",2,,270963,D,,65.0,,,0
"2015MNRAS.450.2764N",1,,232470,,,126.0,4.0,0,0
"2018ApJ...860..109G",1,,1475567,,,3.2,0.4,1,1
"2006A&A...460..695T",2,,3143643,C,,9.4,1.2,1,1
"2002A&A...393..897R",1,,270963,D,,75.0,,,0
"2018ApJ...860..109G",1,,1415301,,,1.0,0.8,1,1
"1970CoAsi.239....1B",2,1,2601041,D,,15.0,,,0
"1970CoKwa.189....0U",1,,2601041,D,,16.0,,,0
"2016A&A...594A..39F",1,,11318833,,,238.0,91.0,0,0
"1995ApJS...99..135A",3,,763543,D,,30.0,,,0
"1970CoAsi.239....1B",6,9,1447433,D,,155.0,,,0
"1970CoAsi.239....1B",3,9,187303,D,,90.0,,,0
"1970CoKwa.189....0U",2,,187303,D,,90.0,,,0
"2007AJ....134.1570D",2,,886428,D,,20.0,6.0,0,0
"2015MNRAS.450.2764N",1,,152848,,,197.0,9.0,0,0
"1970CoAsi.239....1B",2,7,741515,D,,68.0,,,0
"1970CoKwa.189....0U",1,,741515,D,,19.0,,,0
"2008AJ....135..209M",1,9,2905108,,,0.0,,,1
"2015MNRAS.450.2764N",1,,260067,,,82.0,3.0,0,0
"2015MNRAS.450.2764N",1,,152776,,,61.0,3.0,0,0
"1970CoKwa.189....0U",1,,3315544,D,,106.0,,,0
"2010AJ....140.1911B",1,,1528663,,,1.55,,,2
"1970CoKwa.189....0U",1,,2638274,D,,55.0,,,0
"2002A&A...393..897R",1,,2579838,D,,107.0,,,0
"2015MNRAS.450.2764N",1,,232442,,,42.0,3.0,0,0
"2015MNRAS.450.2764N",1,,246749,,,28.0,1.0,0,0
"2006A&A...460..695T",1,,3021662,C,,11.7,0.2,1,1
"1970CoAsi.239....1B",3,5,1746855,D,,5.0,,,0
"1970CoKwa.189....0U",2,,1746855,D,<,10.0,,,0
"1995ApJS...99..135A",1,,1746855,D,,15.0,,,0
"2006A&A...460..695T",1,,1974710,D,,3.0,3.0,0,0
"2009A&A...493.1099S",2,,1836244,D,,4.0,,,1
"2010A&A...520A..79M",1,,1836244,,,6.79,,,2
"2011A&A...531A...8J",1,,2208516,,,3.0,,,1
"2012AJ....144..130B",1,,915488,D,,271.0,11.0,0,0
"2008AJ....135..209M",1,4,370786,,,0.0,,,1
"2010ApJ...722..605H",1,,869214,,,36.0,12.0,0,0
"2007A&A...462..683M",1,,6267965,,,105.0,16.0,0,0
"2010ApJ...722..605H",1,,1542951,,,172.0,10.0,0,0
"2006A&A...460..695T",1,,2354384,C,,12.9,2.0,1,1
"2015MNRAS.450.2764N",1,,152782,,,58.0,2.0,0,0
"1995ApJS...99..135A",3,,1496417,D,,160.0,,,0
"2002A&A...393..897R",2,,1496417,D,,175.0,,,0
"2007A&A...463..671R",1,0,1496417,D,,175.0,,,0
"2002A&A...393..897R",2,,3284690,D,,93.0,,,0
"2007A&A...463..671R",1,0,3284690,D,,93.0,,,0
"1995ApJS...99..135A",2,,1367986,D,,70.0,,,0
"2002A&A...393..897R",1,,1367986,D,,81.0,,,0
"1995ApJS...99..135A",3,,888454,D,,35.0,,,0
"2002A&A...393..897R",2,,888454,D,,44.0,,,0
"2007A&A...463..671R",1,0,888454,D,,44.0,,,0
"1970CoAsi.239....1B",2,10,1306936,D,,10.0,,,0
"1970CoKwa.189....0U",1,,1306936,D,<,19.0,,,0
"2011A&A...531A...8J",1,,738924,,,5.7,,,1
"1995ApJS...99..135A",5,,2279070,D,,90.0,,,0
"2002A&A...393..897R",4,,2279070,D,,102.0,,,0
"2007A&A...463..671R",3,0,2279070,D,,102.0,,,0
"2011A&A...531A.143D",2,,2279070,,,101.2,0.7,1,1
"2012A&A...542A.116A",1,,2279070,,,94.4,4.7,1,1
"1995ApJS...99..135A",2,,1507276,D,,65.0,,,0
"2002A&A...393..897R",1,,1507276,D,,75.0,,,0
"1970CoAsi.239....1B",1,21,3298358,D,,213.0,,,0
"1970CoAsi.239....1B",2,15,2683691,D,,220.0,,,0
"1970CoKwa.189....0U",1,,2683691,D,,220.0,,,0
"2002ApJ...573..359A",1,,870814,D,,370.0,,,0
"2016A&A...594A..39F",1,,12445168,,,131.0,107.0,0,0
"2018A&A...615A..40R",1,,3151660,,,70.0,,32767,0
"2010ApJ...722..605H",1,,2929918,,,155.0,16.0,0,0
"2010AJ....140.1911B",1,,334028,,,0.45,,,2
"2015MNRAS.450.2764N",1,,215140,,,148.0,5.0,0,0
"2015MNRAS.450.2764N",1,,194834,,,206.0,11.0,0,0
"2015MNRAS.450.2764N",1,,194880,,,58.0,2.0,0,0
"1970CoAsi.239....1B",3,10,2770355,D,,10.0,,,0
"1970CoKwa.189....0U",2,,2770355,D,<,19.0,,,0
"2008AJ....135..209M",1,2,2770355,,,2.9,,,1
"2005PASJ...57...13T",1,,1907446,,,8.0,,,0
"2010ApJ...722..605H",1,,2930777,,,213.0,20.0,0,0
"2008A&A...479..541H",1,,3090894,,,145.0,,,0
"1970CoAsi.239....1B",1,10,3531304,D,,10.0,,,0
"2006A&A...460..695T",1,,2967532,C,,11.8,1.2,1,1
"2010ApJ...722..605H",1,,9108,,,64.0,13.0,0,0
"2011A&A...526A.127P",1,,1128177,,,11.3,,,1
"2008A&A...479..541H",1,,3889564,,,71.0,,,0
"2006A&A...460..695T",1,,5131344,C,,80.0,8.0,1,1
"1970CoAsi.239....1B",2,18,366208,D,,275.0,,,0
"1970CoKwa.189....0U",1,,366208,D,,275.0,,,0
"1995ApJS...99..135A",4,,2287396,D,,105.0,,,0
"2002A&A...393..897R",3,,2287396,D,,117.0,,,0
"2007A&A...463..671R",2,0,2287396,D,,117.0,,,0
"2009A&A...493.1099S",1,,2287396,D,,105.7,,,1
"2018A&A...615A..40R",1,,15056168,,,150.0,,32767,0
"2018A&A...615A..40R",1,,15056170,,,240.0,,32767,0
"1970CoAsi.239....1B",3,10,1701229,D,,10.0,,,0
"1970CoKwa.189....0U",2,,1701229,D,<,19.0,,,0
"2008AJ....135..209M",1,9,1701229,,,2.1,,,1
"1995ApJS...99..135A",3,,703109,D,,25.0,,,0
"2002A&A...393..897R",3,,1102902,D,,88.0,,,0
"2007A&A...463..671R",2,0,1102902,D,,88.0,,,0
"2012MNRAS.423.2966J",2,,8377594,D,,13.1,3.6,1,1
"2008AJ....135..209M",2,5,1425804,,,3.2,,,1
"2010AJ....139.1383G",2,,7883527,,,103.0,4.0,1,1
"2010AJ....139.1383G",2,,854917,,,10.0,,,1
"2010AJ....139.1383G",2,,7883624,,,14.9,2.2,1,1
"2002A&A...393..897R",2,,703109,D,,33.0,,,0
"2007A&A...463..671R",1,0,703109,D,,33.0,,,0
"2007AJ....134.1570D",1,,3476149,D,,230.0,,,0
"2020A&A...639A..81B",1,,3018257,,,67.0,,32767,0
"2002A&A...393..897R",1,,979750,D,,115.0,,,0
"2015MNRAS.450.2764N",2,,152778,,,226.0,8.0,0,0
"2006ApJ...648..580H",2,,977227,D,,11.0,23.0,0,0
"2010MNRAS.402.1380J",2,,139329,D,,140.0,,,1
"2002A&A...393..897R",1,,957002,D,,42.0,,,0
"1970CoAsi.239....1B",2,10,267301,D,,10.0,,,0
"1970CoKwa.189....0U",1,,267301,D,<,19.0,,,0
"2012AJ....144..130B",1,,944555,D,,3.0,4.0,0,0
"2010AJ....140.1911B",1,,1664214,,,0.51,,,2
"2007AJ....134.1570D",2,,2929917,D,,103.0,,,0
"1995ApJS...99..135A",4,,5501,D,,175.0,,,0
"2002A&A...393..897R",3,,5501,D,,191.0,,,0
"2007A&A...463..671R",2,0,5501,D,,191.0,,,0
"2010ApJ...722..605H",1,,2929917,,,97.0,8.0,0,0
"1970CoKwa.189....0U",1,,3032690,D,,0.0,,,0
"1970CoAsi.239....1B",5,9,630922,D,,142.0,,,0
"1970CoKwa.189....0U",4,,630922,D,,128.0,,,0
"1995ApJS...99..135A",3,,630922,D,,120.0,,,0
"2002A&A...393..897R",2,,630922,D,,133.0,,,0
"2007A&A...463..671R",1,0,630922,D,,133.0,,,0
"2010ApJ...722..605H",1,,2953601,,,156.0,7.0,0,0
"2011A&A...531A...8J",1,,3212727,,,3.2,,,1
"2010AJ....140.1911B",1,,1648893,,,1.93,,,2
"1970CoKwa.189....0U",2,,2823480,D,,50.0,,,0
"2002ApJ...573..359A",1,,2823480,D,,70.0,,,0
"2006PASP..118.1656S",1,13,2075744,,,7.5,,,1
"2009A&A...493.1099S",1,,1505886,D,,12.6,,,1
"1995ApJS...99..135A",2,,2835986,D,,55.0,,,0
"2002A&A...393..897R",1,,2835986,D,,65.0,,,0
"2018A&A...613A..65H",2,,2363334,,,62.0,,32767,0
"2007A&A...462..683M",1,,3256490,,,357.0,18.0,0,0
"2007A&A...462..683M",1,,3256779,,,496.0,20.0,0,0
"2002ApJ...573..359A",2,,716649,D,,285.0,,,0
"2007A&A...463..671R",1,0,716649,D,,340.0,,,0
"2012AJ....144..130B",1,,893270,D,,229.0,15.0,0,0
"2002A&A...393..897R",2,,3060060,D,,155.0,,,0
"2007A&A...463..671R",1,0,3060060,D,,155.0,,,0
"2007AJ....134.1570D",1,,156350,D,,44.0,1.0,0,0
"2007A&A...462..683M",1,,6267909,,,65.0,10.0,0,0
"2006A&A...460..695T",1,,3177932,C,,2.7,1.2,1,1
"1970CoKwa.189....0U",4,,257697,D,,145.0,,,0
"1995ApJS...99..135A",3,,257697,D,,130.0,,,0
"2002A&A...393..897R",2,,257697,D,,144.0,,,0
"2007A&A...463..671R",1,0,257697,D,,144.0,,,0
"1970CoKwa.189....0U",2,,1287354,D,,32.0,,,0
"2012A&A...542A.116A",1,,1287354,,,42.4,2.1,1,1
"2020A&A...639A..81B",1,,2363334,,,62.0,,32767,0
